timer,fight_result,has_round_started,is_round_over,p1_id,p1_health,p1_x,p1_y,p1_jumping,p1_crouching,p1_in_move,p1_move_id,p2_id,p2_health,p2_x,p2_y,p2_jumping,p2_crouching,p2_in_move,p2_move_id,p1_btn_up,p1_btn_down,p1_btn_right,p1_btn_left,p1_btn_Y,p1_btn_B,p1_btn_X,p1_btn_A,p1_btn_L,p1_btn_R,p2_btn_up,p2_btn_down,p2_btn_right,p2_btn_left,p2_btn_Y,p2_btn_B,p2_btn_X,p2_btn_A,p2_btn_L,p2_btn_R
55,NOT_OVER,True,True,8,169,145,157,False,True,True,4,4,160,5,47,False,False,True,18,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
67,NOT_OVER,True,False,11,33,143,170,True,True,False,4,2,33,373,65,False,True,True,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,P1_WIN,True,True,7,66,296,45,True,False,True,2,5,140,381,25,False,True,True,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
84,NOT_OVER,False,True,2,127,110,127,False,True,False,4,7,107,18,150,False,True,False,18,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
93,NOT_OVER,True,False,9,40,308,228,True,False,False,16,8,93,390,127,True,True,True,8,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
84,NOT_OVER,True,False,8,29,445,76,False,False,True,8,7,76,114,15,False,False,False,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,NOT_OVER,True,True,10,166,338,234,True,False,True,18,0,12,112,97,False,False,False,7,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
10,P1_WIN,True,True,11,90,76,93,True,True,False,2,11,28,285,149,True,True,True,16,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,NOT_OVER,True,False,5,79,9,34,False,False,False,11,0,152,201,124,True,False,False,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9,P2_WIN,False,True,11,9,215,161,False,False,False,2,2,55,47,22,True,False,True,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,NOT_OVER,False,False,4,175,272,194,True,False,False,8,7,127,213,227,False,True,True,8,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,NOT_OVER,False,False,0,72,358,149,False,False,True,14,7,53,143,211,True,False,False,15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,P2_WIN,True,True,1,64,352,155,True,True,True,14,6,166,193,76,False,False,True,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,P2_WIN,True,True,10,5,434,191,True,True,False,19,4,3,250,166,True,False,True,9,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
20,NOT_OVER,True,True,5,19,259,242,False,True,False,4,5,89,128,127,False,True,True,15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
7,P2_WIN,True,False,5,75,389,37,True,False,False,8,4,91,154,48,True,True,True,13,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
11,P1_WIN,False,True,0,130,0,31,True,True,False,9,1,134,260,156,False,False,False,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6,P1_WIN,True,True,8,85,180,138,False,True,True,11,3,15,12,165,True,True,False,15,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
18,P1_WIN,True,True,7,71,423,183,False,False,True,12,6,174,329,107,False,True,False,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
87,P1_WIN,True,True,9,64,136,113,True,True,False,15,4,69,189,233,True,True,True,12,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
94,P2_WIN,True,True,6,170,99,24,False,False,False,0,0,46,32,37,False,True,True,5,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
91,P1_WIN,True,True,0,156,334,117,False,False,False,5,5,86,51,4,False,True,False,19,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
48,NOT_OVER,True,False,0,162,101,231,False,False,False,9,5,35,427,134,True,True,False,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
13,P2_WIN,True,False,11,112,55,39,True,True,True,11,4,115,296,242,False,False,True,12,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False
6,P2_WIN,True,True,11,135,234,89,True,False,True,12,7,85,121,126,False,True,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
98,NOT_OVER,False,True,2,142,407,63,True,False,False,10,6,152,207,233,False,False,False,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
47,P1_WIN,False,True,5,33,233,45,True,False,False,16,4,81,130,180,True,False,False,5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
7,NOT_OVER,True,True,3,159,95,211,False,True,False,8,0,152,279,94,True,False,True,4,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13,NOT_OVER,True,True,2,59,171,121,False,False,True,14,10,46,228,5,False,False,True,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
63,P1_WIN,True,False,6,53,438,49,True,True,False,14,8,60,220,186,False,False,False,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
80,P2_WIN,True,False,6,52,92,183,True,True,False,15,3,90,150,59,False,True,False,15,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12,NOT_OVER,True,False,4,152,38,194,True,True,True,12,7,44,263,199,True,False,False,2,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
57,P1_WIN,True,False,7,128,280,55,False,True,False,13,2,7,40,142,False,False,True,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
18,NOT_OVER,True,True,4,82,314,182,False,False,True,17,4,156,322,241,False,False,True,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15,P1_WIN,True,True,7,2,224,57,True,False,True,5,0,104,298,154,True,False,True,4,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False
41,NOT_OVER,True,True,1,44,31,27,True,False,False,12,1,167,384,174,True,True,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18,P2_WIN,True,True,4,73,412,156,False,False,True,7,11,128,219,130,False,False,False,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
44,P1_WIN,True,True,2,115,107,217,False,True,True,3,4,101,130,142,True,True,True,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
74,P1_WIN,True,True,9,113,230,136,True,True,False,17,8,164,430,10,False,False,True,13,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
85,NOT_OVER,False,False,1,34,25,153,True,True,True,1,1,43,271,185,False,True,False,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
22,P1_WIN,True,False,0,11,103,124,False,True,True,14,11,15,314,239,False,False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,P1_WIN,False,True,6,171,415,123,False,True,True,4,1,10,253,175,True,True,False,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
73,NOT_OVER,False,False,10,118,109,116,False,False,False,17,0,22,32,184,True,False,False,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,P1_WIN,False,True,7,119,419,72,False,False,False,5,1,59,150,230,True,True,True,8,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,NOT_OVER,False,True,2,40,84,194,True,True,False,8,2,79,61,180,False,False,False,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,P2_WIN,True,False,11,67,341,69,True,False,True,4,6,68,259,218,True,True,False,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
97,P1_WIN,False,True,5,120,37,64,True,True,False,14,11,78,286,155,True,False,True,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,NOT_OVER,True,True,7,118,444,55,False,False,False,1,5,45,204,118,False,True,True,4,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
31,NOT_OVER,False,False,9,123,97,19,True,False,False,0,3,62,156,181,False,False,False,0,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
17,P1_WIN,True,False,5,42,199,7,True,False,False,12,10,66,312,48,True,False,True,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,P1_WIN,True,True,10,102,428,109,False,False,True,10,1,140,267,1,False,False,True,15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
54,NOT_OVER,True,False,5,169,369,111,False,True,True,7,6,11,91,94,False,True,True,15,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
94,P1_WIN,True,True,4,148,198,211,True,True,True,13,3,4,158,189,False,False,False,11,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
41,NOT_OVER,True,True,9,48,257,130,True,False,True,8,1,162,232,181,True,False,True,8,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
37,P2_WIN,False,True,8,69,355,246,False,False,True,0,2,41,369,210,True,True,False,2,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
25,P2_WIN,False,True,11,88,268,167,False,True,False,14,6,41,234,213,True,True,False,18,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
40,P1_WIN,False,False,1,150,105,214,False,False,False,1,10,36,325,15,False,False,False,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,NOT_OVER,False,False,7,129,38,102,True,True,True,11,4,142,59,63,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,P2_WIN,False,True,0,154,447,38,False,True,True,11,10,3,50,37,True,False,False,3,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
33,P1_WIN,False,False,2,88,354,108,False,False,True,4,1,164,256,56,True,True,True,10,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
41,NOT_OVER,False,False,4,68,141,179,False,True,False,6,10,67,254,164,False,True,True,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
99,P2_WIN,False,True,9,140,326,133,False,True,True,5,11,24,337,215,True,False,True,6,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
15,NOT_OVER,False,True,8,120,208,179,False,False,False,1,6,7,338,63,True,False,False,18,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
14,P1_WIN,False,True,10,38,228,173,False,True,False,9,10,36,238,2,False,True,True,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,NOT_OVER,False,True,10,166,153,202,False,True,True,3,2,122,115,21,False,True,True,16,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26,NOT_OVER,True,False,4,172,247,185,True,False,False,13,6,165,112,63,True,True,True,9,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
94,P2_WIN,True,True,1,49,261,140,False,False,True,13,8,98,302,6,True,False,True,18,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
83,P1_WIN,True,True,0,150,39,72,False,True,False,10,6,27,339,174,True,True,False,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
38,NOT_OVER,True,True,2,76,154,170,False,False,False,16,1,36,120,194,True,False,True,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46,P2_WIN,True,True,4,60,373,147,True,False,False,13,4,132,309,36,False,False,True,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
19,P1_WIN,True,False,8,109,400,134,False,True,False,11,5,27,383,193,False,False,False,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
76,NOT_OVER,True,True,3,41,366,50,False,True,True,3,1,22,187,231,True,False,True,9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7,P1_WIN,True,False,1,137,421,185,False,True,False,15,2,147,305,53,False,True,False,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,P2_WIN,False,True,8,90,428,129,False,False,False,16,7,65,244,243,True,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35,P1_WIN,False,False,11,50,373,191,True,True,False,16,2,2,332,97,True,True,True,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
77,P1_WIN,False,False,7,59,75,164,False,True,True,14,7,144,138,39,False,True,False,11,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
63,P2_WIN,True,False,6,17,363,89,True,False,False,6,8,135,63,141,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,NOT_OVER,False,True,1,47,212,111,False,True,True,4,3,89,211,188,True,False,True,14,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,P1_WIN,False,False,11,166,406,18,False,False,True,11,2,48,110,201,False,False,False,12,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
87,P2_WIN,True,False,1,10,365,130,True,False,False,17,11,117,178,82,True,True,True,11,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
60,NOT_OVER,False,False,10,164,159,226,True,False,True,8,11,71,385,242,False,False,True,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
98,P2_WIN,False,True,10,60,272,220,True,True,False,10,4,143,237,61,False,True,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
58,P1_WIN,True,True,7,11,391,202,False,False,False,7,0,137,36,28,False,False,False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,P1_WIN,False,False,7,54,395,225,False,True,True,8,10,110,98,138,True,True,True,0,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
47,P2_WIN,False,True,9,55,30,67,True,False,True,18,11,164,289,0,True,True,False,11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,P1_WIN,True,False,3,49,156,185,True,True,True,7,3,6,36,112,True,True,False,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,P1_WIN,False,False,3,125,333,51,True,False,False,1,6,100,14,74,False,False,True,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
76,NOT_OVER,True,False,4,140,31,152,True,False,True,4,1,137,180,210,False,False,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,P1_WIN,True,True,3,85,184,212,False,True,False,13,10,160,332,195,False,False,True,18,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41,P1_WIN,True,False,7,53,199,246,True,True,True,8,1,52,123,1,False,False,False,9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
90,P2_WIN,False,True,1,25,43,228,True,False,True,10,1,60,346,106,False,True,True,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
10,P1_WIN,True,True,5,144,268,58,True,False,False,3,9,31,439,194,True,False,False,19,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
41,P1_WIN,False,False,7,120,276,39,False,True,True,13,5,167,244,154,False,False,False,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
46,NOT_OVER,True,False,3,11,270,212,True,True,True,16,7,157,288,193,True,False,False,8,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
81,NOT_OVER,False,True,0,57,250,239,False,True,True,6,1,174,45,88,False,True,False,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
58,NOT_OVER,False,True,6,142,274,116,False,True,False,1,7,124,280,168,True,False,True,14,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
22,P2_WIN,True,True,9,122,88,59,True,False,True,7,4,151,109,125,False,True,False,12,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
35,P2_WIN,True,False,0,1,38,123,False,True,False,19,0,88,77,226,False,True,False,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,P1_WIN,True,False,3,143,379,234,True,False,False,5,0,71,116,169,True,False,True,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
93,NOT_OVER,False,False,4,8,198,81,True,False,True,15,3,36,114,4,True,True,False,16,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True
62,P1_WIN,False,True,11,108,364,141,False,False,True,19,1,109,437,166,False,True,False,6,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
84,NOT_OVER,True,True,4,163,215,244,True,False,False,14,7,3,235,248,False,False,True,8,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
50,P1_WIN,False,True,7,97,114,72,True,False,True,12,10,25,171,144,False,True,False,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,P2_WIN,False,False,7,78,23,90,True,False,True,9,11,168,156,199,False,True,True,9,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
79,NOT_OVER,False,False,11,128,174,249,True,True,False,15,2,50,443,77,True,True,False,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
76,NOT_OVER,False,True,10,149,273,184,False,True,False,8,9,82,101,8,True,False,False,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,P2_WIN,False,True,0,96,427,175,False,True,False,6,1,117,172,159,True,True,False,17,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
72,NOT_OVER,False,True,5,126,368,78,False,True,False,7,2,23,6,27,False,False,True,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
86,NOT_OVER,False,False,0,48,426,249,False,True,True,13,6,170,245,101,False,False,False,10,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42,NOT_OVER,True,False,5,85,16,145,False,True,True,6,0,97,195,168,False,False,True,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
16,P1_WIN,False,False,8,75,27,43,True,True,False,16,0,105,8,213,False,True,True,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
83,NOT_OVER,False,False,6,174,155,190,False,True,False,1,10,29,267,230,True,False,False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,P2_WIN,True,False,10,156,86,97,True,False,False,8,8,28,191,233,False,True,True,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
75,P1_WIN,True,False,4,110,88,246,True,True,True,17,11,60,46,25,True,True,False,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7,P2_WIN,False,False,10,139,145,228,True,True,True,0,10,72,448,219,False,False,True,15,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
11,P2_WIN,True,True,11,26,246,138,False,True,False,18,6,6,248,133,True,False,False,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
80,P1_WIN,True,True,0,147,240,185,True,True,True,16,4,138,375,162,True,False,True,9,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
48,NOT_OVER,False,False,5,48,98,230,True,False,False,12,10,130,211,27,False,False,False,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11,P1_WIN,True,True,4,156,92,231,False,False,False,7,5,62,160,108,False,False,True,10,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
97,NOT_OVER,False,True,9,104,303,104,False,False,True,3,8,94,49,190,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False
20,P1_WIN,True,False,6,13,128,56,False,False,True,6,9,120,118,122,True,True,False,15,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
78,NOT_OVER,False,True,10,7,261,89,False,False,False,2,8,26,346,171,True,True,False,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
77,P1_WIN,False,True,8,107,280,140,True,True,True,7,4,82,341,179,True,True,False,11,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
53,P2_WIN,True,False,1,74,351,21,True,False,True,15,10,137,359,35,True,False,True,9,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11,NOT_OVER,False,False,6,32,128,212,True,False,True,2,0,151,65,94,False,True,True,18,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,NOT_OVER,True,True,5,75,190,161,False,True,False,9,5,120,152,189,True,False,True,7,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False
12,P1_WIN,False,True,7,10,60,27,False,True,False,14,0,40,419,77,True,True,False,16,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,NOT_OVER,True,False,7,162,138,119,False,True,True,8,7,76,28,45,False,True,False,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
24,P1_WIN,False,True,11,104,144,216,True,False,True,12,4,9,373,72,True,True,False,3,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
65,P1_WIN,False,True,11,67,272,180,False,True,False,0,3,16,234,185,True,False,True,5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,P2_WIN,False,False,0,137,61,63,True,False,False,8,0,161,442,206,False,False,True,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
73,P1_WIN,False,True,11,44,315,147,True,True,True,4,10,105,247,64,True,False,True,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
61,P1_WIN,False,True,0,82,196,102,True,False,True,12,11,100,216,222,False,True,False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,NOT_OVER,True,True,3,16,200,222,False,True,True,5,1,148,208,162,True,True,True,12,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
11,NOT_OVER,False,True,4,3,144,224,True,False,True,5,0,115,38,106,False,False,False,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,P2_WIN,True,False,8,122,317,22,True,True,True,7,3,113,216,34,True,False,True,13,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
21,P1_WIN,False,False,3,6,75,221,True,True,False,14,5,154,251,226,False,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,P2_WIN,False,True,7,85,88,42,True,True,True,5,8,6,295,247,False,False,True,13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9,NOT_OVER,False,True,1,21,363,89,False,True,True,10,3,175,129,228,False,False,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,P2_WIN,False,False,7,50,267,242,False,False,True,15,7,169,5,206,True,True,False,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,P2_WIN,False,False,6,74,90,8,False,False,True,14,2,100,274,46,False,True,True,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,P1_WIN,True,False,8,124,110,234,False,False,True,2,8,154,6,151,False,False,True,6,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False
30,P2_WIN,False,False,3,56,288,109,False,False,True,1,0,103,49,184,False,True,False,14,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
15,P2_WIN,True,True,11,159,186,100,True,False,True,14,0,32,37,223,True,True,True,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
4,P2_WIN,False,False,4,107,61,126,True,False,False,8,9,165,338,241,False,False,True,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46,P2_WIN,False,True,1,80,84,121,True,True,False,1,1,147,41,241,True,False,True,12,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
52,NOT_OVER,True,True,3,121,106,144,True,True,True,12,11,111,141,198,True,True,True,17,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
56,NOT_OVER,False,True,8,40,129,5,False,True,True,12,4,45,59,45,True,True,True,17,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,P1_WIN,True,False,0,71,327,231,True,False,False,16,3,171,42,48,False,True,False,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,NOT_OVER,False,True,6,154,275,163,False,True,True,16,3,100,215,48,True,False,False,14,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
87,P1_WIN,False,True,11,45,202,186,True,False,False,12,5,78,260,112,True,True,False,9,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,P2_WIN,True,True,4,77,300,91,False,True,True,13,2,110,213,216,False,False,True,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,NOT_OVER,False,False,8,134,390,183,True,False,True,14,9,150,251,117,False,False,False,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,NOT_OVER,True,True,0,134,232,76,False,False,False,16,3,69,97,98,False,False,False,18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
61,P1_WIN,False,False,2,161,433,74,False,True,True,6,1,100,229,0,False,True,False,3,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
36,NOT_OVER,False,False,8,98,436,158,True,True,True,10,10,138,31,110,True,True,False,16,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
25,P2_WIN,True,False,4,154,260,186,False,False,False,16,4,56,188,126,False,True,True,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
60,P1_WIN,True,True,0,85,162,7,False,False,True,6,0,24,23,113,True,True,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
6,NOT_OVER,True,False,1,136,80,79,False,False,True,18,5,152,446,186,True,False,False,13,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
80,P1_WIN,True,False,0,137,350,10,True,False,True,4,4,160,136,173,True,True,True,12,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
